"Study Name","Respondent Name","Gender","Age","Group","Type","Label","Start (ms)","Duration (ms)","Parent Stimulus","Count Frames","Anger Threshold","Anger Frames >= Threshold","Anger Time Percentage","Sadness Threshold","Sadness Frames >= Threshold","Sadness Time Percentage","Disgust Threshold","Disgust Frames >= Threshold","Disgust Time Percentage","Joy Threshold","Joy Frames >= Threshold","Joy Time Percentage","Surprise Threshold","Surprise Frames >= Threshold","Surprise Time Percentage","Fear Threshold","Fear Frames >= Threshold","Fear Time Percentage","Contempt Threshold","Contempt Frames >= Threshold","Contempt Time Percentage","Engagement Threshold","Engagement Frames >= Threshold","Engagement Time Percentage","Attention Threshold","Attention Frames >= Threshold","Attention Time Percentage","Positive Threshold","Positive Frames >= Threshold","Positive Time Percentage","Negative Threshold","Negative Frames <= Threshold","Negative Time Percentage","Neutral Threshold","Neutral Frames Between Threshold","Neutral Time Percentage","Brow Furrow Threshold","Brow Furrow Frames >= Threshold","Brow Furrow Time Percentage","Brow Raise Threshold","Brow Raise Frames >= Threshold","Brow Raise Time Percentage","Lip Corner Depressor Threshold","Lip Corner Depressor Frames >= Threshold","Lip Corner Depressor Time Percentage","Smile Threshold","Smile Frames >= Threshold","Smile Time Percentage","Inner Brow Raise Threshold","Inner Brow Raise Frames >= Threshold","Inner Brow Raise Time Percentage","Eye Closure Threshold","Eye Closure Frames >= Threshold","Eye Closure Time Percentage","Nose Wrinkle Threshold","Nose Wrinkle Frames >= Threshold","Nose Wrinkle Time Percentage","Upper Lip Raise Threshold","Upper Lip Raise Frames >= Threshold","Upper Lip Raise Time Percentage","Lip Suck Threshold","Lip Suck Frames >= Threshold","Lip Suck Time Percentage","Lip Press Threshold","Lip Press Frames >= Threshold","Lip Press Time Percentage","Mouth Open Threshold","Mouth Open Frames >= Threshold","Mouth Open Time Percentage","Chin Raise Threshold","Chin Raise Frames >= Threshold","Chin Raise Time Percentage","Smirk Threshold","Smirk Frames >= Threshold","Smirk Time Percentage","Lip Pucker Threshold","Lip Pucker Frames >= Threshold","Lip Pucker Time Percentage","Cheek Raise Threshold","Cheek Raise Frames >= Threshold","Cheek Raise Time Percentage","Dimpler Threshold","Dimpler Frames >= Threshold","Dimpler Time Percentage","Eye Widen Threshold","Eye Widen Frames >= Threshold","Eye Widen Time Percentage","Lid Tighten Threshold","Lid Tighten Frames >= Threshold","Lid Tighten Time Percentage","Lip Stretch Threshold","Lip Stretch Frames >= Threshold","Lip Stretch Time Percentage","Jaw Drop Threshold","Jaw Drop Frames >= Threshold","Jaw Drop Time Percentage"
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Scene","Mapping Vrbo",562264,18697,"VrboPage",560,"50",0,0,"50",0,0,"50",33,5.89,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",91,16.25,"50",349,62.32,"50",0,0,"-50",12,2.14,"-50|50",343,61.25,"50",36,6.43,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",11,1.96,"50",0,0,"50",0,0,"50",3,0.54,"50",3,0.54,"50",68,12.14,"50",0,0,"50",105,18.75,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Scene","Mapping 2",607406,23076,"VrboPage",692,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"-50",0,0,"-50|50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","HotelesPage",82859,247892,"",7444,"50",0,0,"50",0,0,"50",98,1.32,"50",3,0.04,"50",0,0,"50",0,0,"50",0,0,"50",171,2.3,"50",1868,25.09,"50",8,0.11,"-50",51,0.69,"-50|50",1809,24.3,"50",0,0,"50",1,0.01,"50",0,0,"50",11,0.15,"50",0,0,"50",0,0,"50",56,0.75,"50",76,1.02,"50",0,0,"50",0,0,"50",7,0.09,"50",17,0.23,"50",0,0,"50",41,0.55,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",10,0.13
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Scene","Mapping Hoteles Inicio",84462,28918,"HotelesPage",868,"50",0,0,"50",0,0,"50",0,0,"50",3,0.35,"50",0,0,"50",0,0,"50",0,0,"50",144,16.59,"50",237,27.3,"50",8,0.92,"-50",0,0,"-50|50",229,26.38,"50",0,0,"50",0,0,"50",0,0,"50",11,1.27,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",17,1.96,"50",0,0,"50",41,4.72,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Scene","Mapping Hoteles Buscador",245169,685,"HotelesPage",21,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"-50",0,0,"-50|50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Scene","Mapping Reserva",288452,3875,"HotelesPage",116,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"-50",0,0,"-50|50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","AgodaPage",389136,114616,"",3442,"50",0,0,"50",0,0,"50",10,0.29,"50",4,0.12,"50",0,0,"50",0,0,"50",0,0,"50",91,2.64,"50",165,4.79,"50",34,0.99,"-50",0,0,"-50|50",131,3.81,"50",0,0,"50",0,0,"50",0,0,"50",22,0.64,"50",0,0,"50",0,0,"50",2,0.06,"50",6,0.17,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",31,0.9,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","VrboPage2",1343535,166188,"",4992,"50",0,0,"50",0,0,"50",17,0.34,"50",20,0.4,"50",0,0,"50",0,0,"50",0,0,"50",125,2.5,"50",379,7.59,"50",26,0.52,"-50",7,0.14,"-50|50",350,7.01,"50",0,0,"50",16,0.32,"50",6,0.12,"50",26,0.52,"50",0,0,"50",0,0,"50",14,0.28,"50",5,0.1,"50",1,0.02,"50",0,0,"50",12,0.24,"50",37,0.74,"50",0,0,"50",136,2.72,"50",16,0.32,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",58,1.16
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","HotelesPage2",792329,182895,"",5493,"50",0,0,"50",0,0,"50",59,1.07,"50",495,9.01,"50",0,0,"50",0,0,"50",1,0.02,"50",1151,20.95,"50",3033,55.22,"50",1327,24.16,"-50",22,0.4,"-50|50",1698,30.91,"50",15,0.27,"50",2,0.04,"50",14,0.25,"50",1146,20.86,"50",0,0,"50",0,0,"50",44,0.8,"50",41,0.75,"50",0,0,"50",0,0,"50",12,0.22,"50",1,0.02,"50",1,0.02,"50",0,0,"50",218,3.97,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",130,2.37
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","AgodaPage2",1033597,251488,"",7554,"50",0,0,"50",0,0,"50",113,1.5,"50",524,6.94,"50",0,0,"50",0,0,"50",0,0,"50",2410,31.9,"50",3604,47.71,"50",1218,16.12,"-50",34,0.45,"-50|50",2369,31.36,"50",13,0.17,"50",1,0.01,"50",0,0,"50",1019,13.49,"50",0,0,"50",2,0.03,"50",39,0.52,"50",53,0.7,"50",0,0,"50",0,0,"50",17,0.23,"50",0,0,"50",0,0,"50",35,0.46,"50",802,10.62,"50",2,0.03,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","VrboPage3",2201112,71186,"",2138,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",160,7.48,"50",0,0,"-50",0,0,"-50|50",161,7.53,"50",0,0,"50",32,1.5,"50",0,0,"50",0,0,"50",0,0,"50",1,0.05,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","HotelesPage3",1568877,270672,"",8130,"50",0,0,"50",0,0,"50",100,1.23,"50",33,0.41,"50",0,0,"50",0,0,"50",0,0,"50",78,0.96,"50",2028,24.94,"50",48,0.59,"-50",39,0.48,"-50|50",1948,23.96,"50",42,0.52,"50",4,0.05,"50",0,0,"50",42,0.52,"50",0,0,"50",7,0.09,"50",32,0.39,"50",98,1.21,"50",0,0,"50",0,0,"50",13,0.16,"50",0,0,"50",0,0,"50",0,0,"50",38,0.47,"50",6,0.07,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT3","Male","34","Default","Stimulus","AgodaPage3",1897910,244712,"",7351,"50",0,0,"50",0,0,"50",35,0.48,"50",828,11.26,"50",0,0,"50",0,0,"50",1,0.01,"50",1641,22.32,"50",2193,29.83,"50",1184,16.11,"-50",5,0.07,"-50|50",1007,13.7,"50",0,0,"50",2,0.03,"50",0,0,"50",1133,15.41,"50",0,0,"50",4,0.05,"50",0,0,"50",39,0.53,"50",0,0,"50",1,0.01,"50",35,0.48,"50",0,0,"50",1,0.01,"50",313,4.26,"50",467,6.35,"50",6,0.08,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Stimulus","VrboPage",82548,209927,"",6304,"50",5,0.08,"50",0,0,"50",18,0.29,"50",369,5.85,"50",0,0,"50",0,0,"50",0,0,"50",1079,17.12,"50",4014,63.67,"50",423,6.71,"-50",41,0.65,"-50|50",3550,56.31,"50",59,0.94,"50",0,0,"50",7,0.11,"50",474,7.52,"50",0,0,"50",66,1.05,"50",10,0.16,"50",7,0.11,"50",184,2.92,"50",81,1.28,"50",1536,24.37,"50",45,0.71,"50",0,0,"50",19,0.3,"50",57,0.9,"50",111,1.76,"50",0,0,"50",0,0,"50",130,2.06,"50",307,4.87
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Stimulus","VrboPage",3620,74859,"",2246,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1441,64.16,"50",0,0,"-50",0,0,"-50|50",1441,64.16,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",8,0.36,"50",2,0.09,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",4,0.18,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Scene","Mapping Vrbo",82548,27729,"VrboPage",832,"50",0,0,"50",0,0,"50",0,0,"50",93,11.18,"50",0,0,"50",0,0,"50",0,0,"50",268,32.21,"50",514,61.78,"50",108,12.98,"-50",28,3.37,"-50|50",378,45.43,"50",0,0,"50",0,0,"50",0,0,"50",108,12.98,"50",0,0,"50",63,7.57,"50",0,0,"50",0,0,"50",63,7.57,"50",25,3,"50",279,33.53,"50",41,4.93,"50",0,0,"50",0,0,"50",54,6.49,"50",11,1.32,"50",0,0,"50",0,0,"50",0,0,"50",231,27.76
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Scene","Mapping Vrbo",3855,16529,"VrboPage",495,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",320,64.65,"50",0,0,"-50",0,0,"-50|50",320,64.65,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Scene","Mapping 2",119440,35875,"VrboPage",1077,"50",0,0,"50",0,0,"50",3,0.28,"50",25,2.32,"50",0,0,"50",0,0,"50",0,0,"50",150,13.93,"50",679,63.05,"50",58,5.39,"-50",0,0,"-50|50",621,57.66,"50",30,2.79,"50",0,0,"50",0,0,"50",61,5.66,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",200,18.57,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Scene","Mapping 2",23694,18215,"VrboPage",546,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",348,63.74,"50",0,0,"-50",0,0,"-50|50",348,63.74,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",8,1.47,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Stimulus","HotelesPage",351481,131401,"",3946,"50",0,0,"50",0,0,"50",1,0.03,"50",102,2.58,"50",3,0.08,"50",0,0,"50",0,0,"50",173,4.38,"50",2426,61.48,"50",108,2.74,"-50",0,0,"-50|50",2318,58.74,"50",166,4.21,"50",2,0.05,"50",0,0,"50",111,2.81,"50",0,0,"50",28,0.71,"50",0,0,"50",0,0,"50",5,0.13,"50",4,0.1,"50",73,1.85,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.03,"50",0,0,"50",15,0.38
"Hoteles Grupo 2","RESPONDENT4","Male","25","Default","Stimulus","HotelesPage",89126,54254,"",1629,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",19,1.17,"50",0,0,"50",0,0,"50",21,1.29,"50",1034,63.47,"50",0,0,"-50",0,0,"-50|50",1034,63.47,"50",0,0,"50",42,2.58,"50",0,0,"50",0,0,"50",31,1.9,"50",8,0.49,"50",0,0,"50",0,0,"50",0,0,"50",5,0.31,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",9,0.55,"50",0,0,"50",0,0,"50",0,0,"50",0,0
"Hoteles Grupo 2","RESPONDENT4","Female","24","Default","Scene","Mapping Hoteles Inicio",352992,25969,"HotelesPage",780,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",6,0.77,"50",477,61.15,"50",0,0,"-50",0,0,"-50|50",477,61.15,"50",74,9.49,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",26,3.33,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",0,0,"50",1,0.13,"50",0,0,"50",0,0
